airline_sentiment,airline_sentiment_confidence,negativereason,airline,name,text,tweet_created,tweet_location,user_timezone
negative,1.0,Flight Attendant Complaints,US Airways,jasemccarty,@USAirways I’m still disappointed that it is apparently ok for a Flight Attendant who isn’t up on current policy to argue with a traveler.,2015-02-23 16:28:47-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,Gregm528,@USAirways yes I know the industry procedure on baggage. Thanks for helping..... 😉 what about the impossible connection that started this?,2015-02-23 16:22:10-08:00,NY,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,FaknilO,@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs,2015-02-23 16:21:51-08:00,New Mexico,Mountain Time (US & Canada)
negative,1.0,Late Flight,US Airways,jasemccarty,@USAirways and despite tailwind… Will still be Late Flight.,2015-02-23 16:20:53-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,bbuck22,@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD,2015-02-23 16:20:30-08:00,"Las Vegas, NV",Pacific Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,jasemccarty,@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits...,2015-02-23 16:13:11-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,0.6712,Late Flight,US Airways,theF4rns,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,2015-02-23 16:10:13-08:00,USA,Eastern Time (US & Canada)
negative,0.6762,Customer Service Issue,US Airways,bellaljoseph,@USAirways @AmericanAir need to check candy w working flight 449 iah to phx on usairways she is the reason I always choose @Delta #rude,2015-02-23 16:09:16-08:00,citizen of the world,Arizona
negative,1.0,Late Flight,US Airways,urimiscott,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",2015-02-23 16:07:17-08:00,Rhode Island,Eastern Time (US & Canada)
neutral,0.7083,,US Airways,VincesViews,@USAirways @VincesViews  there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy,2015-02-23 16:03:00-08:00,"San Jose, Ca",Eastern Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,jasemccarty,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.,2015-02-23 15:55:41-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,Gregm528,"@USAirways @Gregm528 well there is certainly nothing happening ""in front"" of the scenes. #Noaccountability  #disappointing",2015-02-23 15:50:15-08:00,NY,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,bbuck22,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable,2015-02-23 15:48:24-08:00,"Las Vegas, NV",Pacific Time (US & Canada)
neutral,1.0,,US Airways,flyidca,@usairways &amp; @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr,2015-02-23 15:39:17-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,0.6701,Late Flight,US Airways,jasemccarty,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,2015-02-23 15:22:25-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,0.6842,Customer Service Issue,US Airways,jasemccarty,"@USAirways I asked if that was SOP, and they said “It is now.” But yet the other 11 flights, nothing. Is this a policy or not?",2015-02-23 15:20:02-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
neutral,0.6446,,US Airways,jasemccarty,"@USAirways while I’m asking… 2 of my 11 non upgraded flights, Attendants came &amp; greeted me &amp; thanked me for my business b/c I was Exec Plat.",2015-02-23 15:19:14-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,hhagerty,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,2015-02-23 15:08:53-08:00,"Denver, CO",Mountain Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,jasemccarty,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.,2015-02-23 15:05:17-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
neutral,1.0,,US Airways,tjelke,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy,2015-02-23 14:53:09-08:00,"Miami, Florida, USA",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,mitchsunderland,.@USAirways Have you just given up?,2015-02-23 14:50:15-08:00,"Florida Raised, NYC Based ",London
negative,1.0,Customer Service Issue,US Airways,mitchsunderland,.@USAirways and then you said I could move my Thursday flight for free if I CALL A NUMBER. And then you HANG UP ON ME.,2015-02-23 14:50:05-08:00,"Florida Raised, NYC Based ",London
negative,1.0,Cancelled Flight,US Airways,mitchsunderland,@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA),2015-02-23 14:49:44-08:00,"Florida Raised, NYC Based ",London
negative,1.0,Can't Tell,US Airways,CapitalCam,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am...",2015-02-23 14:49:16-08:00,"Philadelphia, PA",Eastern Time (US & Canada)
positive,1.0,,US Airways,GEInteriors,Great management of @USAirways twitter account. Thank you.,2015-02-23 14:49:03-08:00,"Philadelphia, PA USA",Central Time (US & Canada)
neutral,0.6659,,US Airways,tjelke,@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage,2015-02-23 14:44:49-08:00,"Miami, Florida, USA",Eastern Time (US & Canada)
neutral,1.0,,US Airways,VincesViews,@USAirways can you priv chat to help chairman reroute,2015-02-23 14:39:42-08:00,"San Jose, Ca",Eastern Time (US & Canada)
neutral,1.0,,US Airways,HanlonBrothers,@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7,2015-02-23 14:39:40-08:00,"Gold Coast, Australia",Brisbane
neutral,1.0,,US Airways,VincesViews,@USAirways can you help chairman? I am on flight 686 PHX connect 599 SJC will miss connection can you reroute please.,2015-02-23 14:36:59-08:00,"San Jose, Ca",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,mitchsunderland,@USAirways your airway is a joke. I have never dealt with worse service,2015-02-23 14:35:52-08:00,"Florida Raised, NYC Based ",London
negative,1.0,Customer Service Issue,US Airways,mitchsunderland,@USAirways great. I just called your fucking phone number and she hung up on me,2015-02-23 14:35:39-08:00,"Florida Raised, NYC Based ",London
positive,1.0,,US Airways,Taryn_Sunstrom,@USAirways IT HAS BEEN FOUND THANK YOU,2015-02-23 14:29:47-08:00,The Shire,Atlantic Time (Canada)
neutral,0.6637,,US Airways,jasemccarty,"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?",2015-02-23 14:28:39-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,Gregm528,@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews,2015-02-23 14:26:56-08:00,NY,Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,Gregm528,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,2015-02-23 14:25:09-08:00,NY,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,jasemccarty,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.,2015-02-23 14:22:49-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,TheRachelBloom,@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!,2015-02-23 14:20:52-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
positive,1.0,,US Airways,FahadHassan,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,2015-02-23 14:18:58-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,tjelke,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,2015-02-23 14:16:28-08:00,"Miami, Florida, USA",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,acnewsguy,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten,2015-02-23 14:14:11-08:00,"New Haven, CT",Mountain Time (US & Canada)
negative,1.0,Late Flight,US Airways,amy_lombard,@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane,2015-02-23 14:10:50-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
neutral,1.0,,US Airways,FahadHassan,@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?,2015-02-23 14:04:01-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,0.6632,Customer Service Issue,US Airways,jasemccarty,"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?",2015-02-23 14:03:58-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,FahadHassan,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.,2015-02-23 14:03:00-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,FahadHassan,@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP,2015-02-23 14:02:10-08:00,Washington D.C.,Eastern Time (US & Canada)
positive,1.0,,US Airways,DanKolbet,"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",2015-02-23 13:52:44-08:00,"Spokane, Washington",Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,FahadHassan,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.,2015-02-23 13:49:03-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,1.0,Flight Booking Problems,US Airways,joshahamilton,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.,2015-02-23 13:47:25-08:00,Cali native now in Charlotte,Quito
negative,1.0,Flight Booking Problems,US Airways,jasemccarty,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain.",2015-02-23 13:44:32-08:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
negative,1.0,Can't Tell,US Airways,joshahamilton,@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????,2015-02-23 13:31:20-08:00,Cali native now in Charlotte,Quito
neutral,0.6788,,US Airways,tjelke,@USAirways  how does one downgrade a flight?,2015-02-23 13:30:22-08:00,"Miami, Florida, USA",Eastern Time (US & Canada)
positive,0.6354,,US Airways,Jabis4,@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,2015-02-23 13:22:49-08:00,VT,Eastern Time (US & Canada)
negative,0.7021,Late Flight,US Airways,eatmyshorts2263,@USAirways @united really know how to leave someone stranded after a funeral. Props to you guys. Really making this the perfect Monday.,2015-02-23 13:20:40-08:00,Carmen SanDiego,Eastern Time (US & Canada)
neutral,1.0,,US Airways,NotClayManship,"@USAirways Am I allowed to carry on a suit bag and carry on bag? My suit bag will hang like a jacket would. It is soft sided, 48""",2015-02-23 13:18:14-08:00,Indianapolis,Quito
negative,1.0,Lost Luggage,US Airways,Taryn_Sunstrom,@USAirways what happens if it isn't located,2015-02-23 13:16:24-08:00,The Shire,Atlantic Time (Canada)
negative,1.0,Customer Service Issue,US Airways,TheVoiceofBrian,@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople,2015-02-23 12:57:54-08:00,YouTube.com/VOiceofBrian,Central Time (US & Canada)
negative,1.0,Late Flight,US Airways,Jabis4,@USAirways 1-2! Rock hit the plane! In a delay now! Never an easy day with US Airways! Ya never fail to let me down!,2015-02-23 12:44:43-08:00,VT,Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,Taryn_Sunstrom,@USAirways you guys Cancelled Flightled two of my flights yesterday and I checked the bag to Huntsville and it went missing in Philly.,2015-02-23 12:43:16-08:00,The Shire,Atlantic Time (Canada)
negative,1.0,Customer Service Issue,US Airways,Bachelorsaurus,"@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would.",2015-02-23 12:40:33-08:00,"Arlington, VA",Quito
negative,0.6436,Customer Service Issue,US Airways,letyak,@USAirways our flight was rebooked with you and we want to change our seats or upgrade to 1st class. Can you help? Phones are down.,2015-02-23 12:38:03-08:00,"Philadelphia, PA",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,jessicadrew87,@USAirways @CLTDouglas slowest baggage claim ever,2015-02-23 12:34:42-08:00,North Carolina,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,FahadHassan,@USAirways Don't blame it on weather. Rep at counter cost me entire day - not weather.  Printed Boarding Pass too Late Flight. #TakeResponsibility,2015-02-23 12:33:43-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,Little_BeerGirl,@USAirways how about now getting us the rest of our bags please? We only received 2 of 5. Can you help with that?,2015-02-23 12:08:30-08:00,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
neutral,1.0,,US Airways,DanielleWaugh,"@USAirways It's 838. We boarded and we are waiting now to take off, hopefully.",2015-02-23 12:03:51-08:00,"Portland, Maine",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,Taryn_Sunstrom,@USAirways you guys lost my luggage,2015-02-23 12:00:36-08:00,The Shire,Atlantic Time (Canada)
neutral,0.6582,,US Airways,AnnaIntheCity,@USAirways @AmericanAir trying to chg ticket for staff member leaving org before she can fly.We're a nonprofit-can't you make an exception?,2015-02-23 11:48:56-08:00,Northern Virginia,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,_leekinney,@USAirways How can I speak to a human? Need 2 find bag delayed 2/21. Website and 800 # are telling me 2 different things! Got hung up on 2x,2015-02-23 11:48:48-08:00,"Philadelphia, PA",Quito
negative,1.0,Customer Service Issue,US Airways,Jess_Yoga,@USAirways I spent an hour on the phone with them and got no where at all,2015-02-23 11:40:50-08:00,Wherever my breath takes me ,Atlantic Time (Canada)
negative,1.0,Bad Flight,US Airways,Bachelorsaurus,"@USAirways take a look at 1715. All F seats filled, so someone upgraded their friend instead of following rules.",2015-02-23 11:31:12-08:00,"Arlington, VA",Quito
negative,1.0,Customer Service Issue,US Airways,FahadHassan,@USAirways back in line at terminal because phone guy couldn't help.  One person in front of me 20 min wait again? http://t.co/HQHdAD7fvK,2015-02-23 11:27:25-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,Mister617,@USAirways stranding a student trying to get to Birmingham in CLT overnight w/o any help.  You can do better than that.  @av_duffy,2015-02-23 11:18:29-08:00,@Mister617 follows you,Quito
negative,1.0,Customer Service Issue,US Airways,juliebartz,@USAirways well that is not going to help. I'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite wAA,2015-02-23 11:18:09-08:00,Shawano WI,Central Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,KyleHanagami,@USAirways is charging me $200 to NOT take my flight. Lol. That is the last time I fly with them.,2015-02-23 11:15:43-08:00,"Los Angeles, CA",Pacific Time (US & Canada)
negative,0.6615,Bad Flight,US Airways,DanKolbet,"@usairways Row 16, flight 634 today if you're looking for specifics! I can run to Home Depot for the WD40 you if you need.",2015-02-23 11:14:54-08:00,"Spokane, Washington",Pacific Time (US & Canada)
negative,1.0,Late Flight,US Airways,DanKolbet,@USAirways seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground!,2015-02-23 11:13:31-08:00,"Spokane, Washington",Pacific Time (US & Canada)
negative,0.6667,Can't Tell,US Airways,FaknilO,"@USAirways I would happily wait in the terminal near food, restrooms and non irritated passengers.",2015-02-23 11:10:53-08:00,New Mexico,Mountain Time (US & Canada)
negative,1.0,Late Flight,US Airways,FaknilO,@USAirways why let passengers on board when there was an issue? Over an hour &amp; the pilot doesn't know when we'll leave.,2015-02-23 11:08:38-08:00,New Mexico,Mountain Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,FahadHassan,@USAirways anyone there to help? Still on hold...,2015-02-23 11:05:56-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,Bachelorsaurus,@USAirways oh yay! Now gate agents decide not to deal with upgrade list and just bump up whoever is closest.,2015-02-23 11:04:22-08:00,"Arlington, VA",Quito
negative,0.6613,Late Flight,US Airways,reverendvelvet,@USAirways site shows on-time but FlightAware site shows delayed. Trying to decide if I get out in this ice to catch FLT 456 to PHX.,2015-02-23 11:03:40-08:00,Houston TX,Mountain Time (US & Canada)
negative,0.6669,Customer Service Issue,US Airways,Jess_Yoga,@USAirways is the absolute worst airline. 13 women were inconvenienced due to maintenance issues. Stuck all over- no care given.,2015-02-23 11:03:14-08:00,Wherever my breath takes me ,Atlantic Time (Canada)
negative,1.0,Customer Service Issue,US Airways,FahadHassan,@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm.,2015-02-23 10:50:20-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,0.6759,Flight Booking Problems,US Airways,Bachelorsaurus,@USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA.,2015-02-23 10:42:51-08:00,"Arlington, VA",Quito
negative,1.0,Bad Flight,US Airways,Bachelorsaurus,"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk.",2015-02-23 10:41:02-08:00,"Arlington, VA",Quito
negative,0.6966,Can't Tell,US Airways,ecgetty,@USAirways nice try at the gate making traveler after traveler put bags in the size guide because you oversold.  Sorry #minefits,2015-02-23 10:35:27-08:00,"wilmington, nc",Eastern Time (US & Canada)
positive,1.0,,US Airways,electromail,@USAirways They were breathing very heavily. but were super helpful. Thank you.,2015-02-23 10:14:24-08:00,Watching @Interpol somewhere,Amsterdam
negative,1.0,Customer Service Issue,US Airways,electromail,"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody...",2015-02-23 10:14:05-08:00,Watching @Interpol somewhere,Amsterdam
positive,0.6513,,US Airways,lulainlife,"@USAirways okay, great. Thank you!",2015-02-23 10:10:55-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,0.6575,Customer Service Issue,US Airways,jhughes1025,.@USAirways Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help?,2015-02-23 09:38:51-08:00,Washington DC,Alaska
negative,1.0,Cancelled Flight,US Airways,EdPlotts,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",2015-02-23 09:37:58-08:00,Philadelphia,Eastern Time (US & Canada)
neutral,1.0,,US Airways,CatieKriewald,"@USAirways contact via FB messages, Twitter DM or text?",2015-02-23 09:37:02-08:00,"Stillwater, MN",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,CatieKriewald,@USAirways called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?,2015-02-23 09:33:33-08:00,"Stillwater, MN",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,Debbie_GBennett,@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(,2015-02-23 09:26:40-08:00,Indianapolis,Indiana (East)
neutral,1.0,,US Airways,ColfaxCapital,"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",2015-02-23 09:23:32-08:00,"39.0708° N, 106.9886° W",Quito
neutral,0.6593,,US Airways,jhughes1025,@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!,2015-02-23 09:23:24-08:00,Washington DC,Alaska
neutral,1.0,,US Airways,dtopler,"@USAirways Hi, can you attach my AA FF# 94LXA62 to reservation E2KVM4. Thansk!",2015-02-23 09:23:07-08:00,"New York, NY",Eastern Time (US & Canada)
negative,0.6875,Customer Service Issue,US Airways,electromail,@USAirways Your system is affected by the weather?,2015-02-23 09:18:44-08:00,Watching @Interpol somewhere,Amsterdam
positive,1.0,,US Airways,The_BlueAnchor,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!,2015-02-23 09:18:02-08:00,"Dallas, TX",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,juliebartz,@USAirways how do you get your aa frequent flyer number to appear in a USAir reservation?? Frustrating,2015-02-23 09:17:02-08:00,Shawano WI,Central Time (US & Canada)
negative,0.6427,Customer Service Issue,US Airways,lulainlife,@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??,2015-02-23 09:16:56-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,0.967,Can't Tell,US Airways,mydulcebella,@USAirways / @AmericanAir don't forget without your customers you would be out of business! #epicfail #usairwaysfail,2015-02-23 09:12:58-08:00,Pennsylvania,Eastern Time (US & Canada)
neutral,0.6563,,US Airways,therealcharlie,@USAirways Hi guys! Are flights 5594 and 3937 still on time? The site and app are both down and I can't check. Thanks!,2015-02-23 09:11:08-08:00,"Melbourne, Australia",Sydney
negative,1.0,Customer Service Issue,US Airways,daknadler,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,2015-02-23 09:05:38-08:00,Jacksonville,Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,acnewsguy,@USAirways Another dead end.  They only handle AA L&amp;F.  They gave me the same failed # I already had. 610-362-7498(99) VM full.  #lost,2015-02-23 09:04:59-08:00,"New Haven, CT",Mountain Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,mydulcebella,@USAirways  Houston Gate 17 customer Service needs to treat people with respect. There are hardly people waiting! #chillpill #usairwaysfail,2015-02-23 09:04:08-08:00,Pennsylvania,Eastern Time (US & Canada)
positive,0.7059,,US Airways,steve_muns,@USAirways over the phone. I called the 6170 number and she picked up almost immediately.,2015-02-23 09:00:16-08:00,"Washington, DC",Eastern Time (US & Canada)
neutral,0.6838,,US Airways,HutchinsJim,"@USAirways @HutchinsJim Yes, I made the flight and got my workout in too.",2015-02-23 08:56:51-08:00,"Carmel, IN",Atlantic Time (Canada)
positive,0.6882,,US Airways,The_BlueAnchor,@USAirways 603 &amp; 2705 DFW to PSP thank you!,2015-02-23 08:55:27-08:00,"Dallas, TX",Central Time (US & Canada)
positive,0.6392,,US Airways,ChrisClark09,@USAirways 1899. Thanks,2015-02-23 08:51:07-08:00,Mentor/Columbus,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,electromail,"@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced.",2015-02-23 08:41:29-08:00,Watching @Interpol somewhere,Amsterdam
negative,1.0,Customer Service Issue,US Airways,electromail,@USAirways I NEED TO *SPEAK* TO SOMEBODY ABOUT A RESERVATION. As in talk to a human being. Yet your computer system puts the phone down on,2015-02-23 08:40:53-08:00,Watching @Interpol somewhere,Amsterdam
neutral,0.6596,,US Airways,mattiasskovhoej,@USAirways Will you pick up your phone then?,2015-02-23 08:38:52-08:00,Danmark,Copenhagen
negative,1.0,Bad Flight,US Airways,daknadler,@USAirways : Premier provider of missed connections! #usairwaysfail,2015-02-23 08:38:28-08:00,Jacksonville,Eastern Time (US & Canada)
negative,0.6739,Customer Service Issue,US Airways,TheRealChrisCin,"@USAirways I'm sure the people are working very hard, but the systems should assist with IVR prompting, offering call backs, hold wait times",2015-02-23 08:35:28-08:00,"Richmond, VA",Central Time (US & Canada)
positive,1.0,,US Airways,steve_muns,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,2015-02-23 08:32:24-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,hannah_rose22,"@USAirways is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls",2015-02-23 08:28:36-08:00,Colorado ,Mountain Time (US & Canada)
negative,1.0,Flight Booking Problems,US Airways,dan3598328,@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week.,2015-02-23 08:22:34-08:00,"Hillsborough, New Jersey",Eastern Time (US & Canada)
neutral,0.6696,,US Airways,The_BlueAnchor,"@USAirways thank you, but it says the website is down",2015-02-23 08:22:06-08:00,"Dallas, TX",Central Time (US & Canada)
negative,1.0,Late Flight,US Airways,fcutitta,@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr,2015-02-23 08:19:22-08:00,"Wayland, MA USA",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,ChrisClark09,@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there,2015-02-23 08:18:36-08:00,Mentor/Columbus,Eastern Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,steve_muns,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.,2015-02-23 08:17:43-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,steve_muns,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?,2015-02-23 08:16:26-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,CatieKriewald,@USAirways if you DM me we can take this offline. Would love more info on location of lost bags. Any help is appreciated.,2015-02-23 08:07:19-08:00,"Stillwater, MN",Central Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,CatieKriewald,"@USAirways thanx but this isn't my first rodeo. Done &amp; done yesterday. No results or comm, unless u count status: bags lost &amp; claim filed.",2015-02-23 08:04:01-08:00,"Stillwater, MN",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,acnewsguy,@USAirways @acnewsguy can you give me a # for US Air in philly to talk to a real person? Acarl4@hotmail.com,2015-02-23 08:03:32-08:00,"New Haven, CT",Mountain Time (US & Canada)
negative,1.0,Late Flight,US Airways,steve_muns,@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever?,2015-02-23 08:02:55-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,0.8563,Late Flight,US Airways,ConstanceSCHERE,@USAirways Seriously doubt that as I am still sitting inside at the gate.,2015-02-23 07:52:30-08:00,"Boston, MA",Atlantic Time (Canada)
negative,1.0,Customer Service Issue,US Airways,dan3598328,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?",2015-02-23 07:50:04-08:00,"Hillsborough, New Jersey",Eastern Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,TheRealChrisCin,"@USAirways flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer...",2015-02-23 07:48:33-08:00,"Richmond, VA",Central Time (US & Canada)
negative,1.0,Can't Tell,US Airways,sydlisterney,@USAirways Strike Three!!! You guys suck!!!,2015-02-23 07:38:40-08:00,babynole'18,Quito
negative,1.0,Late Flight,US Airways,ConstanceSCHERE,@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!,2015-02-23 07:23:24-08:00,"Boston, MA",Atlantic Time (Canada)
